Extension,PCFG_Prior,Hypothesis
mzys_mzes_mbys_mbes_by_be_fzys_fzes_fbys_fbes,-15.1698510100379,"lambda recurse_, C, X: male_(setdifference_(generation0_(X, C), spouses_of_(X, C)))"
mzys_mzes_mbys_mbes_by_be_fzys_fzes_fbys_fbes,-15.1698510100379,"lambda recurse_, C, X: male_(generation0_(setdifference_(X, generation2_(X, C)), C))"
mzys_mzes_mbys_mbes_by_be_fzys_fzes_fbys_fbes,-15.1698510100379,"lambda recurse_, C, X: male_(male_(union_(generation0_(X, C), X)))"
mzys_mzes_mbys_mbes_by_be_fzys_fzes_fbys_fbes,-15.1698510100379,"lambda recurse_, C, X: male_(union_(generation0_(X, C), male_(X)))"
mzys_mzes_mbys_mbes_by_be_fzys_fzes_fbys_fbes,-15.1698510100379,"lambda recurse_, C, X: male_(generation0_(intersection_(samegender_(X, C), X), C))"
mzys_mzes_mbys_mbes_by_be_fzys_fzes_fbys_fbes,-15.1698510100379,"lambda recurse_, C, X: male_(children_of_(generation1_(intersection_(X, X), C), C))"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(samegender_(X, C), female_(close_(spouses_of_(samegender_(X, C), C), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(complement_(X, C), female_(parents_of_(male_(parents_of_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(generation2_(X, C), female_(close_(spouses_of_(samegender_(X, C), C), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(samegender_(X, C), female_(parents_of_(male_(parents_of_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(generation2_(X, C), female_(close_(male_(close_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(generation2_(X, C), female_(parents_of_(male_(parents_of_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(complement_(X, C), female_(close_(male_(close_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(complement_(X, C), female_(parents_of_(male_(close_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(close_(male_(close_(X, C)), C), female_(complement_(X, C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(generation2_(X, C), female_(close_(male_(parents_of_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(generation2_(X, C), female_(parents_of_(male_(close_(X, C)), C))), C)"
ff,-25.0573616080509,"lambda recurse_, C, X: spouses_of_(intersection_(samegender_(X, C), female_(parents_of_(male_(close_(X, C)), C))), C)"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), female_(X)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(parents_of_(all_(C), C), male_(parents_of_(X, C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), parents_of_(X, C)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(children_of_(all_(C), C), male_(parents_of_(X, C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), spouses_of_(X, C)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), X), C), male_(X)))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), X), C), generation1_(X, C)))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), X), C), generation1_(X, C)))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), X), C), male_(X)))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(female_(X), C), male_(parents_of_(X, C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(spouses_of_(close_(X, C), C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(female_(X), C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), X), C), generation2_(X, C)))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), X), C), female_(X)))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(spouses_of_(parents_of_(X, C), C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), generation2_(X, C)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), female_(X)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(female_(X), C), complement_(elder_(all_(C), male_(parents_of_(X, C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), generation0_(X, C)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), male_(X)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(close_(X, C), complement_(elder_(all_(C), male_(spouses_of_(generation1_(X, C), C)), C), C)), X), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), spouses_of_(X, C)), C), X))"
MZeD_FBeD,-43.5230494840931,"lambda recurse_, C, X: female_(setdifference_(children_of_(setdifference_(setdifference_(all_(C), complement_(elder_(close_(X, C), male_(parents_of_(X, C)), C), C)), X), C), parents_of_(X, C)))"
MByD_MBeD_D_ByD_BeD_DD_SD,-50.1147232161017,"lambda recurse_, C, X: female_(female_(children_of_(parents_of_(complement_(children_of_(union_(intersection_(setdifference_(samegender_(X, C), X), complement_(children_of_(female_(X), C), C)), close_(X, C)), C), C), C), C)))"
MByD_MBeD_D_ByD_BeD_DD_SD,-50.1147232161017,"lambda recurse_, C, X: female_(female_(children_of_(parents_of_(complement_(children_of_(union_(intersection_(setdifference_(samegender_(X, C), X), complement_(children_of_(X, C), C)), close_(female_(X), C)), C), C), C), C)))"
MByD_MBeD_D_ByD_BeD_DD_SD,-50.1147232161017,"lambda recurse_, C, X: female_(union_(X, children_of_(setdifference_(complement_(close_(X, C), C), union_(setdifference_(female_(complement_(X, C)), children_of_(X, C)), spouses_of_(spouses_of_(all_(C), C), C))), C)))"
MByD_MBeD_D_ByD_BeD_DD_SD,-50.1147232161017,"lambda recurse_, C, X: female_(union_(X, children_of_(setdifference_(complement_(close_(X, C), C), union_(setdifference_(female_(complement_(children_of_(generation0_(X, C), C), C)), X), spouses_of_(all_(C), C))), C)))"
MByD_MBeD_D_ByD_BeD_DD_SD,-50.1147232161017,"lambda recurse_, C, X: female_(union_(X, children_of_(setdifference_(complement_(close_(X, C), C), union_(setdifference_(female_(complement_(children_of_(female_(X), C), C)), X), spouses_of_(all_(C), C))), C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(intersection_(X, all_(C)), C))"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(generation1_(female_(X), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(children_of_(parents_of_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(parents_of_(children_of_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(complement_(complement_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(female_(close_(X, C)), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(generation1_(female_(X), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(close_(female_(X), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(female_(female_(X)), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(male_(parents_of_(female_(X), C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(intersection_(all_(C), X), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(female_(parents_of_(X, C)), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(spouses_of_(parents_of_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(parents_of_(close_(children_of_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(intersection_(parents_of_(X, C), all_(C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(parents_of_(female_(X), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(spouses_of_(close_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(children_of_(generation2_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: setdifference_(parents_of_(X, C), female_(all_(C)))"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(close_(female_(X), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(close_(generation0_(X, C), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(parents_of_(generation0_(X, C), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: male_(intersection_(all_(C), parents_of_(X, C)))"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(parents_of_(female_(X), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(spouses_of_(parents_of_(X, C), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(spouses_of_(close_(X, C), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: intersection_(parents_of_(X, C), male_(all_(C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(complement_(complement_(parents_of_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(parents_of_(generation0_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(female_(generation1_(X, C)), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(close_(generation0_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(male_(spouses_of_(parents_of_(X, C), C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(male_(spouses_of_(generation1_(X, C), C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(male_(spouses_of_(close_(X, C), C)))"
f,-14.1765992370276,"lambda recurse_, C, X: male_(spouses_of_(spouses_of_(generation1_(X, C), C), C))"
f,-14.1765992370276,"lambda recurse_, C, X: intersection_(male_(parents_of_(X, C)), all_(C))"
f,-14.1765992370276,"lambda recurse_, C, X: intersection_(all_(C), male_(parents_of_(X, C)))"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(female_(close_(X, C))), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(spouses_of_(generation1_(X, C), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(spouses_of_(male_(generation1_(X, C)), C), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(spouses_of_(male_(close_(X, C)), C), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(spouses_of_(male_(parents_of_(X, C)), C), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(female_(generation1_(X, C))), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(children_of_(generation2_(X, C), C)), C)"
f,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(female_(female_(parents_of_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(generation1_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), spouses_of_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(complement_(children_of_(male_(generation0_(female_(X), C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), parents_of_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(complement_(children_of_(male_(children_of_(parents_of_(X, C), C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(female_(X), C)), C), C), X)), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(female_(X), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), close_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(spouses_of_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(children_of_(generation1_(X, C), C)), C), C), X)), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(male_(X), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), female_(X))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), children_of_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(parents_of_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(complement_(children_of_(male_(children_of_(close_(X, C), C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), generation2_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(children_of_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(close_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(male_(generation0_(X, C))), C), C), X)), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(generation2_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(children_of_(parents_of_(X, C), C)), C), C), X)), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(generation0_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), samegender_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), generation1_(X, C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(female_(complement_(X, C)), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), X)), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(complement_(children_of_(male_(generation0_(X, C)), C), C), male_(X))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(female_(complement_(X, C)), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(samegender_(X, C), complement_(children_of_(male_(children_of_(generation1_(X, C), C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(samegender_(X, C), complement_(children_of_(male_(generation0_(female_(X), C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(close_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(generation2_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(children_of_(samegender_(X, C), C), union_(samegender_(X, C), complement_(children_of_(generation0_(X, C), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(female_(samegender_(X, C)), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(generation0_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(children_of_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(parents_of_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(spouses_of_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(children_of_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(generation0_(X, C), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(spouses_of_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(male_(X), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(generation1_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(X, union_(samegender_(female_(X), C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(female_(X), union_(samegender_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(female_(X), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(parents_of_(X, C), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
bys_bes,-32.6422871130698,"lambda recurse_, C, X: complement_(union_(samegender_(X, C), union_(male_(X), complement_(children_of_(male_(generation0_(X, C)), C), C))), C)"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), parents_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, female_(complement_(children_of_(generation0_(X, C), C), C))), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, complement_(children_of_(children_of_(generation1_(X, C), C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(spouses_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(female_(X), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), female_(complement_(children_of_(generation0_(X, C), C), C))), X), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, complement_(female_(children_of_(generation0_(X, C), C)), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(generation0_(X, C), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, complement_(children_of_(generation0_(female_(X), C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(generation2_(X, C), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), close_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), male_(X)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(close_(X, C), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(generation1_(X, C), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), spouses_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, complement_(children_of_(generation0_(X, C), C), C)), children_of_(female_(X), C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), generation1_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(male_(X), complement_(children_of_(generation0_(X, C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, complement_(children_of_(children_of_(parents_of_(X, C), C), C), C)), children_of_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(X, complement_(children_of_(generation0_(X, C), C), C)), close_(complement_(X, C), C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(children_of_(generation0_(X, C), C), C)), generation2_(X, C)), C))"
ZyD_ZeD_ByD_BeD,-32.6422871130698,"lambda recurse_, C, X: female_(complement_(union_(union_(children_of_(X, C), complement_(female_(children_of_(generation0_(X, C), C)), C)), X), C))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), X), children_of_(X, C)))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), X), female_(X)))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), children_of_(X, C)), X))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), X), generation1_(X, C)))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), X), generation2_(X, C)))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), close_(X, C)), X))"
ZeD_BeD,-31.332953793086,"lambda recurse_, C, X: female_(setdifference_(setdifference_(younger_(children_of_(elder_(generation0_(X, C), X, C), C), X, C), X), close_(X, C)))"
